id	multiplicon	genome	list	first	last	order
21343	10672	reesei	CP016237.1	mRNA_5650	mRNA_5650	0
21344	10672	atroviride	contig_2	Tatro_003197-T1	Tatro_003197-T1	1
21345	10673	reesei	CP016237.1	mRNA_5650	mRNA_5650	0
21346	10673	atroviride	contig_2	Tatro_003197-T1	Tatro_003197-T1	1
21347	10674	reesei	CP016237.1	mRNA_5283	mRNA_5283	0
21348	10674	atroviride	contig_2	Tatro_003048-T1	Tatro_003048-T1	1
21349	10675	reesei	CP016237.1	mRNA_5283	mRNA_5283	0
21350	10675	atroviride	contig_2	Tatro_003048-T1	Tatro_003048-T1	1
21351	10676	reesei	CP016237.1	mRNA_5199	mRNA_5199	0
21352	10676	atroviride	contig_2	Tatro_004776-T1	Tatro_004776-T1	1
21353	10677	reesei	CP016237.1	mRNA_5199	mRNA_5199	0
21354	10677	atroviride	contig_2	Tatro_004776-T1	Tatro_004776-T1	1
21355	10678	reesei	CP016237.1	mRNA_5121	mRNA_5121	0
21356	10678	atroviride	contig_2	Tatro_004693-T1	Tatro_004693-T1	1
21357	10679	reesei	CP016237.1	mRNA_5121	mRNA_5121	0
21358	10679	atroviride	contig_2	Tatro_004693-T1	Tatro_004693-T1	1
21359	10680	reesei	CP016237.1	mRNA_4516	mRNA_4516	0
21360	10680	atroviride	contig_2	Tatro_002882-T1	Tatro_002882-T1	1
21361	10681	reesei	CP016237.1	mRNA_4516	mRNA_4516	0
21362	10681	atroviride	contig_2	Tatro_004637-T1	Tatro_004637-T1	1
21363	10682	reesei	CP016237.1	mRNA_2901	mRNA_2901	0
21364	10682	atroviride	contig_2	Tatro_004305-T1	Tatro_004305-T1	1
21365	10683	reesei	CP016237.1	mRNA_2901	mRNA_2901	0
21366	10683	atroviride	contig_2	Tatro_004305-T1	Tatro_004305-T1	1
21367	10684	reesei	CP016237.1	mRNA_2901	mRNA_2901	0
21368	10684	atroviride	contig_2	Tatro_004305-T1	Tatro_004305-T1	1
21369	10685	reesei	CP016237.1	mRNA_2901	mRNA_2901	0
21370	10685	atroviride	contig_2	Tatro_004305-T1	Tatro_004305-T1	1
21371	10686	reesei	CP016237.1	mRNA_2457	mRNA_2457	0
21372	10686	atroviride	contig_2	Tatro_002939-T1	Tatro_002939-T1	1
21373	10687	reesei	CP016237.1	mRNA_2457	mRNA_2457	0
21374	10687	atroviride	contig_2	Tatro_002939-T1	Tatro_002939-T1	1
21375	10688	reesei	CP016237.1	mRNA_983	mRNA_983	0
21376	10688	atroviride	contig_2	Tatro_002848-T1	Tatro_002848-T1	1
21377	10689	reesei	CP016237.1	mRNA_115	mRNA_115	0
21378	10689	atroviride	contig_2	Tatro_004117-T1	Tatro_004117-T1	1
21379	10690	reesei	CP016237.1	mRNA_115	mRNA_115	0
21380	10690	atroviride	contig_2	Tatro_004117-T1	Tatro_004117-T1	1
21381	10691	reesei	CP016237.1	mRNA_3682	mRNA_3682	0
21382	10691	atroviride	contig_1	Tatro_001991-T1	Tatro_001991-T1	1
21383	10692	reesei	CP016237.1	mRNA_3682	mRNA_3682	0
21384	10692	atroviride	contig_1	Tatro_001991-T1	Tatro_001991-T1	1
21385	10693	reesei	CP016237.1	mRNA_1031	mRNA_1031	0
21386	10693	atroviride	contig_1	Tatro_001137-T1	Tatro_001137-T1	1
21387	10694	reesei	CP016237.1	mRNA_1031	mRNA_1031	0
21388	10694	atroviride	contig_1	Tatro_001200-T1	Tatro_001200-T1	1
21389	10695	reesei	CP016237.1	mRNA_1031	mRNA_1031	0
21390	10695	atroviride	contig_1	Tatro_001137-T1	Tatro_001137-T1	1
21391	10696	reesei	CP016237.1	mRNA_1031	mRNA_1031	0
21392	10696	atroviride	contig_1	Tatro_001200-T1	Tatro_001200-T1	1
21393	10697	reesei	CP016237.1	mRNA_157	mRNA_157	0
21394	10697	atroviride	contig_1	Tatro_002147-T1	Tatro_002147-T1	1
21395	10698	reesei	CP016237.1	mRNA_157	mRNA_157	0
21396	10698	atroviride	contig_1	Tatro_002147-T1	Tatro_002147-T1	1
21397	10699	reesei	CP016237.1	mRNA_6512	mRNA_6512	0
21398	10699	atroviride	contig_1	Tatro_000558-T1	Tatro_000558-T1	1
21399	10700	reesei	CP016237.1	mRNA_6512	mRNA_6512	0
21400	10700	atroviride	contig_1	Tatro_000558-T1	Tatro_000558-T1	1
21401	10701	reesei	CP016237.1	mRNA_6512	mRNA_6512	0
21402	10701	atroviride	contig_1	Tatro_001058-T1	Tatro_001058-T1	1
21403	10702	reesei	CP016237.1	mRNA_8884	mRNA_8884	0
21404	10702	atroviride	contig_1	Tatro_002191-T1	Tatro_002191-T1	1
21405	10703	reesei	CP016237.1	mRNA_345	mRNA_345	0
21406	10703	atroviride	contig_1	Tatro_000276-T1	Tatro_000276-T1	1
21407	10704	reesei	CP016237.1	mRNA_6192	mRNA_6192	0
21408	10704	atroviride	contig_1	Tatro_000891-T1	Tatro_000891-T1	1
21409	10705	reesei	CP016237.1	mRNA_6192	mRNA_6192	0
21410	10705	atroviride	contig_1	Tatro_000891-T1	Tatro_000891-T2	1
21411	10706	reesei	CP016237.1	mRNA_5857	mRNA_5857	0
21412	10706	atroviride	contig_1	Tatro_000302-T1	Tatro_000302-T1	1
21413	10707	reesei	CP016237.1	mRNA_5857	mRNA_5857	0
21414	10707	atroviride	contig_1	Tatro_000302-T1	Tatro_000302-T1	1
21415	10708	reesei	CP016237.1	mRNA_5634	mRNA_5634	0
21416	10708	atroviride	contig_1	Tatro_000222-T1	Tatro_000222-T1	1
21417	10709	reesei	CP016237.1	mRNA_5634	mRNA_5634	0
21418	10709	atroviride	contig_1	Tatro_000222-T1	Tatro_000222-T1	1
21419	10710	reesei	CP016237.1	mRNA_5517	mRNA_5517	0
21420	10710	atroviride	contig_1	Tatro_000261-T1	Tatro_000261-T1	1
21421	10711	reesei	CP016237.1	mRNA_5517	mRNA_5517	0
21422	10711	atroviride	contig_1	Tatro_000261-T1	Tatro_000261-T1	1
21423	10712	reesei	CP016237.1	mRNA_5517	mRNA_5517	0
21424	10712	atroviride	contig_1	Tatro_000261-T1	Tatro_000261-T1	1
21425	10713	reesei	CP016237.1	mRNA_5199	mRNA_5199	0
21426	10713	atroviride	contig_1	Tatro_001637-T1	Tatro_001637-T1	1
21427	10714	reesei	CP016237.1	mRNA_5199	mRNA_5199	0
21428	10714	atroviride	contig_1	Tatro_001637-T1	Tatro_001637-T1	1
21429	10715	reesei	CP016237.1	mRNA_4642	mRNA_4642	0
21430	10715	atroviride	contig_1	Tatro_002203-T1	Tatro_002203-T1	1
21431	10716	reesei	CP016237.1	mRNA_4516	mRNA_4516	0
21432	10716	atroviride	contig_1	Tatro_002077-T1	Tatro_002077-T1	1
21433	10717	reesei	CP016237.1	mRNA_2901	mRNA_2901	0
21434	10717	atroviride	contig_1	Tatro_000302-T1	Tatro_000302-T1	1
21435	10718	reesei	CP016237.1	mRNA_2901	mRNA_2901	0
21436	10718	atroviride	contig_1	Tatro_000302-T1	Tatro_000302-T1	1
21437	10719	reesei	CP016237.1	mRNA_2901	mRNA_2901	0
21438	10719	atroviride	contig_1	Tatro_000302-T1	Tatro_000302-T1	1
21439	10720	reesei	CP016237.1	mRNA_2901	mRNA_2901	0
21440	10720	atroviride	contig_1	Tatro_000302-T1	Tatro_000302-T1	1
21441	10721	reesei	CP016237.1	mRNA_2457	mRNA_2457	0
21442	10721	atroviride	contig_1	Tatro_000408-T1	Tatro_000408-T1	1
21443	10722	reesei	CP016237.1	mRNA_2457	mRNA_2457	0
21444	10722	atroviride	contig_1	Tatro_000408-T1	Tatro_000408-T1	1
21445	10723	reesei	CP016237.1	mRNA_790	mRNA_790	0
21446	10723	atroviride	contig_1	Tatro_001991-T1	Tatro_001991-T1	1
21447	10724	reesei	CP016237.1	mRNA_790	mRNA_790	0
21448	10724	atroviride	contig_1	Tatro_001991-T1	Tatro_001991-T1	1
21449	10725	reesei	CP016236.1	mRNA_5138	mRNA_5138	0
21450	10725	reesei	CP016236.1	mRNA_315	mRNA_315	1
21451	10726	reesei	CP016236.1	mRNA_5138	mRNA_5138	0
21452	10726	reesei	CP016236.1	mRNA_315	mRNA_315	1
21453	10727	reesei	CP016236.1	mRNA_290	mRNA_290	0
21454	10727	reesei	CP016236.1	mRNA_573	mRNA_573	1
21455	10728	reesei	CP016236.1	mRNA_290	mRNA_290	0
21456	10728	reesei	CP016236.1	mRNA_573	mRNA_573	1
21457	10729	reesei	CP016236.1	mRNA_8770	mRNA_8770	0
21458	10729	reesei	CP016235.1	mRNA_5	mRNA_5	1
21459	10730	reesei	CP016236.1	mRNA_8770	mRNA_8770	0
21460	10730	reesei	CP016235.1	mRNA_5	mRNA_5	1
21461	10731	reesei	CP016236.1	mRNA_8759	mRNA_8759	0
21462	10731	reesei	CP016235.1	mRNA_8957	mRNA_8957	1
21463	10732	reesei	CP016236.1	mRNA_8759	mRNA_8759	0
21464	10732	reesei	CP016235.1	mRNA_8957	mRNA_8957	1
21465	10733	reesei	CP016236.1	mRNA_8627	mRNA_8627	0
21466	10733	reesei	CP016235.1	mRNA_2520	mRNA_2520	1
21467	10734	reesei	CP016236.1	mRNA_8627	mRNA_8627	0
21468	10734	reesei	CP016235.1	mRNA_2520	mRNA_2520	1
21469	10735	reesei	CP016236.1	mRNA_8611	mRNA_8611	0
21470	10735	reesei	CP016235.1	mRNA_3132	mRNA_3132	1
21471	10736	reesei	CP016236.1	mRNA_8611	mRNA_8611	0
21472	10736	reesei	CP016235.1	mRNA_3132	mRNA_3132	1
21473	10737	reesei	CP016236.1	mRNA_8611	mRNA_8611	0
21474	10737	reesei	CP016235.1	mRNA_3132	mRNA_3132	1
21475	10738	reesei	CP016236.1	mRNA_8611	mRNA_8611	0
21476	10738	reesei	CP016235.1	mRNA_3132	mRNA_3132	1
21477	10739	reesei	CP016236.1	mRNA_8333	mRNA_8333	0
21478	10739	reesei	CP016235.1	mRNA_6371	mRNA_6371	1
21479	10740	reesei	CP016236.1	mRNA_8333	mRNA_8333	0
21480	10740	reesei	CP016235.1	mRNA_6371	mRNA_6371	1
21481	10741	reesei	CP016236.1	mRNA_5824	mRNA_5824	0
21482	10741	reesei	CP016235.1	mRNA_1404	mRNA_1404	1
21483	10742	reesei	CP016236.1	mRNA_5824	mRNA_5824	0
21484	10742	reesei	CP016235.1	mRNA_1404	mRNA_1404	1
21485	10743	reesei	CP016236.1	mRNA_5824	mRNA_5824	0
21486	10743	reesei	CP016235.1	mRNA_1404	mRNA_1404	1
21487	10744	reesei	CP016236.1	mRNA_5824	mRNA_5824	0
21488	10744	reesei	CP016235.1	mRNA_1404	mRNA_1404	1
21489	10745	reesei	CP016236.1	mRNA_4515	mRNA_4515	0
21490	10745	reesei	CP016235.1	mRNA_5379	mRNA_5379	1
21491	10746	reesei	CP016236.1	mRNA_4515	mRNA_4515	0
21492	10746	reesei	CP016235.1	mRNA_5379	mRNA_5379	1
21493	10747	reesei	CP016236.1	mRNA_2088	mRNA_2088	0
21494	10747	reesei	CP016235.1	mRNA_5049	mRNA_5049	1
21495	10748	reesei	CP016236.1	mRNA_2088	mRNA_2088	0
21496	10748	reesei	CP016235.1	mRNA_5049	mRNA_5049	1
21497	10749	reesei	CP016236.1	mRNA_1249	mRNA_1249	0
21498	10749	reesei	CP016235.1	mRNA_1630	mRNA_1630	1
21499	10750	reesei	CP016236.1	mRNA_1249	mRNA_1249	0
21500	10750	reesei	CP016235.1	mRNA_1630	mRNA_1630	1
21501	10751	reesei	CP016236.1	mRNA_709	mRNA_709	0
21502	10751	reesei	CP016235.1	mRNA_4786	mRNA_4786	1
21503	10752	reesei	CP016236.1	mRNA_159	mRNA_159	0
21504	10752	reesei	CP016235.1	mRNA_8354	mRNA_8354	1
21505	10753	reesei	CP016236.1	mRNA_159	mRNA_159	0
21506	10753	reesei	CP016235.1	mRNA_8354	mRNA_8354	1
21507	10754	reesei	CP016236.1	mRNA_159	mRNA_159	0
21508	10754	reesei	CP016235.1	mRNA_8354	mRNA_8354	1
21509	10755	reesei	CP016236.1	mRNA_159	mRNA_159	0
21510	10755	reesei	CP016235.1	mRNA_8354	mRNA_8354	1
21511	10756	reesei	CP016236.1	mRNA_8766	mRNA_8766	0
21512	10756	reesei	CP016234.1	mRNA_7616	mRNA_7616	1
21513	10757	reesei	CP016236.1	mRNA_8766	mRNA_8766	0
21514	10757	reesei	CP016234.1	mRNA_7616	mRNA_7616	1
21515	10758	reesei	CP016236.1	mRNA_7980	mRNA_7980	0
21516	10758	reesei	CP016234.1	mRNA_5125	mRNA_5125	1
21517	10759	reesei	CP016236.1	mRNA_7980	mRNA_7980	0
21518	10759	reesei	CP016234.1	mRNA_5125	mRNA_5125	1
21519	10760	reesei	CP016236.1	mRNA_4515	mRNA_4515	0
21520	10760	reesei	CP016234.1	mRNA_562	mRNA_562	1
21521	10761	reesei	CP016236.1	mRNA_4515	mRNA_4515	0
21522	10761	reesei	CP016234.1	mRNA_4557	mRNA_4557	1
21523	10762	reesei	CP016236.1	mRNA_4515	mRNA_4515	0
21524	10762	reesei	CP016234.1	mRNA_562	mRNA_562	1
21525	10763	reesei	CP016236.1	mRNA_4515	mRNA_4515	0
21526	10763	reesei	CP016234.1	mRNA_4557	mRNA_4557	1
21527	10764	reesei	CP016236.1	mRNA_4515	mRNA_4515	0
21528	10764	reesei	CP016234.1	mRNA_562	mRNA_562	1
21529	10765	reesei	CP016236.1	mRNA_9137	mRNA_9137	0
21530	10765	reesei	CP016234.1	mRNA_7042	mRNA_7042	1
21531	10766	reesei	CP016236.1	mRNA_2308	mRNA_2308	0
21532	10766	reesei	CP016234.1	mRNA_5381	mRNA_5381	1
21533	10767	reesei	CP016236.1	mRNA_2308	mRNA_2308	0
21534	10767	reesei	CP016234.1	mRNA_5381	mRNA_5381	1
21535	10768	reesei	CP016236.1	mRNA_2308	mRNA_2308	0
21536	10768	reesei	CP016234.1	mRNA_5381	mRNA_5381	1
21537	10769	reesei	CP016236.1	mRNA_2308	mRNA_2308	0
21538	10769	reesei	CP016234.1	mRNA_5381	mRNA_5381	1
21539	10770	reesei	CP016236.1	mRNA_4405	mRNA_4405	0
21540	10770	reesei	CP016234.1	mRNA_5306	mRNA_5306	1
21541	10771	reesei	CP016236.1	mRNA_4405	mRNA_4405	0
21542	10771	reesei	CP016234.1	mRNA_5306	mRNA_5306	1
21543	10772	reesei	CP016236.1	mRNA_1280	mRNA_1280	0
21544	10772	reesei	CP016234.1	mRNA_6703	mRNA_6703	1
21545	10773	reesei	CP016236.1	mRNA_1280	mRNA_1280	0
21546	10773	reesei	CP016234.1	mRNA_6703	mRNA_6703	1
21547	10774	reesei	CP016236.1	mRNA_266	mRNA_266	0
21548	10774	reesei	CP016234.1	mRNA_5397	mRNA_5397	1
21549	10775	reesei	CP016236.1	mRNA_159	mRNA_159	0
21550	10775	reesei	CP016234.1	mRNA_2316	mRNA_2316	1
21551	10776	reesei	CP016236.1	mRNA_159	mRNA_159	0
21552	10776	reesei	CP016234.1	mRNA_2316	mRNA_2316	1
21553	10777	reesei	CP016236.1	mRNA_159	mRNA_159	0
21554	10777	reesei	CP016234.1	mRNA_1260	mRNA_1260	1
21555	10778	reesei	CP016236.1	mRNA_8770	mRNA_8770	0
21556	10778	reesei	CP016233.1	mRNA_3982	mRNA_3982	1
21557	10779	reesei	CP016236.1	mRNA_8770	mRNA_8770	0
21558	10779	reesei	CP016233.1	mRNA_3982	mRNA_3982	1
21559	10780	reesei	CP016236.1	mRNA_8766	mRNA_8766	0
21560	10780	reesei	CP016233.1	mRNA_2394	mRNA_2394	1
21561	10781	reesei	CP016236.1	mRNA_8766	mRNA_8766	0
21562	10781	reesei	CP016233.1	mRNA_2394	mRNA_2394	1
21563	10782	reesei	CP016236.1	mRNA_8611	mRNA_8611	0
21564	10782	reesei	CP016233.1	mRNA_7143	mRNA_7143	1
21565	10783	reesei	CP016236.1	mRNA_8611	mRNA_8611	0
21566	10783	reesei	CP016233.1	mRNA_7143	mRNA_7143	1
21567	10784	reesei	CP016236.1	mRNA_3092	mRNA_3092	0
21568	10784	reesei	CP016233.1	mRNA_3732	mRNA_3732	1
21569	10785	reesei	CP016236.1	mRNA_3092	mRNA_3092	0
21570	10785	reesei	CP016233.1	mRNA_3922	mRNA_3922	1
21571	10786	reesei	CP016236.1	mRNA_3092	mRNA_3092	0
21572	10786	reesei	CP016233.1	mRNA_3922	mRNA_3922	1
21573	10787	reesei	CP016236.1	mRNA_3092	mRNA_3092	0
21574	10787	reesei	CP016233.1	mRNA_3922	mRNA_3922	1
21575	10788	reesei	CP016236.1	mRNA_3092	mRNA_3092	0
21576	10788	reesei	CP016233.1	mRNA_3922	mRNA_3922	1
21577	10789	reesei	CP016236.1	mRNA_3092	mRNA_3092	0
21578	10789	reesei	CP016233.1	mRNA_3732	mRNA_3732	1
21579	10790	reesei	CP016236.1	mRNA_1536	mRNA_1536	0
21580	10790	reesei	CP016233.1	mRNA_1176	mRNA_1176	1
21581	10791	reesei	CP016236.1	mRNA_1536	mRNA_1536	0
21582	10791	reesei	CP016233.1	mRNA_1176	mRNA_1176	1
21583	10792	reesei	CP016236.1	mRNA_438	mRNA_438	0
21584	10792	reesei	CP016233.1	mRNA_5227	mRNA_5227	1
21585	10793	reesei	CP016236.1	mRNA_438	mRNA_438	0
21586	10793	reesei	CP016233.1	mRNA_5227	mRNA_5227	1
21587	10794	reesei	CP016236.1	mRNA_2729	mRNA_2729	0
21588	10794	reesei	CP016233.1	mRNA_3848	mRNA_3848	1
21589	10795	reesei	CP016236.1	mRNA_2729	mRNA_2729	0
21590	10795	reesei	CP016233.1	mRNA_3848	mRNA_3848	1
21591	10796	reesei	CP016236.1	mRNA_745	mRNA_745	0
21592	10796	reesei	CP016233.1	mRNA_2800	mRNA_2800	1
21593	10797	reesei	CP016236.1	mRNA_745	mRNA_745	0
21594	10797	reesei	CP016233.1	mRNA_2800	mRNA_2800	1
21595	10798	reesei	CP016236.1	mRNA_159	mRNA_159	0
21596	10798	reesei	CP016233.1	mRNA_6509	mRNA_6509	1
21597	10799	reesei	CP016236.1	mRNA_159	mRNA_159	0
21598	10799	reesei	CP016233.1	mRNA_564	mRNA_564	1
21599	10800	reesei	CP016236.1	mRNA_159	mRNA_159	0
21600	10800	reesei	CP016233.1	mRNA_6509	mRNA_6509	1
21601	10801	reesei	CP016236.1	mRNA_116	mRNA_159	0
21602	10801	reesei	CP016233.1	mRNA_2111	mRNA_2083	1
21603	10802	reesei	CP016236.1	mRNA_8627	mRNA_8627	0
21604	10802	reesei	CP016232.1	mRNA_7603	mRNA_7603	1
21605	10803	reesei	CP016236.1	mRNA_8627	mRNA_8627	0
21606	10803	reesei	CP016232.1	mRNA_7603	mRNA_7603	1
21607	10804	reesei	CP016236.1	mRNA_5138	mRNA_5138	0
21608	10804	reesei	CP016232.1	mRNA_193	mRNA_193	1
21609	10805	reesei	CP016236.1	mRNA_5138	mRNA_5138	0
21610	10805	reesei	CP016232.1	mRNA_193	mRNA_193	1
21611	10806	reesei	CP016236.1	mRNA_4685	mRNA_4685	0
21612	10806	reesei	CP016232.1	mRNA_2561	mRNA_2561	1
21613	10807	reesei	CP016236.1	mRNA_4685	mRNA_4685	0
21614	10807	reesei	CP016232.1	mRNA_2561	mRNA_2561	1
21615	10808	reesei	CP016236.1	mRNA_4640	mRNA_4640	0
21616	10808	reesei	CP016232.1	mRNA_7529	mRNA_7529	1
21617	10809	reesei	CP016236.1	mRNA_4640	mRNA_4640	0
21618	10809	reesei	CP016232.1	mRNA_7529	mRNA_7529	1
21619	10810	reesei	CP016236.1	mRNA_4515	mRNA_4515	0
21620	10810	reesei	CP016232.1	mRNA_2548	mRNA_2548	1
21621	10811	reesei	CP016236.1	mRNA_4515	mRNA_4515	0
21622	10811	reesei	CP016232.1	mRNA_6774	mRNA_6774	1
21623	10812	reesei	CP016236.1	mRNA_4515	mRNA_4515	0
21624	10812	reesei	CP016232.1	mRNA_6774	mRNA_6774	1
21625	10813	reesei	CP016236.1	mRNA_4515	mRNA_4515	0
21626	10813	reesei	CP016232.1	mRNA_2548	mRNA_2548	1
21627	10814	reesei	CP016236.1	mRNA_2308	mRNA_2308	0
21628	10814	reesei	CP016232.1	mRNA_6346	mRNA_6346	1
21629	10815	reesei	CP016236.1	mRNA_2308	mRNA_2308	0
21630	10815	reesei	CP016232.1	mRNA_6346	mRNA_6346	1
21631	10816	reesei	CP016236.1	mRNA_2014	mRNA_2014	0
21632	10816	reesei	CP016232.1	mRNA_3653	mRNA_3653	1
21633	10817	reesei	CP016236.1	mRNA_2014	mRNA_2014	0
21634	10817	reesei	CP016232.1	mRNA_3653	mRNA_3653	1
21635	10818	reesei	CP016236.1	mRNA_2014	mRNA_2014	0
21636	10818	reesei	CP016232.1	mRNA_3653	mRNA_3653	1
21637	10819	reesei	CP016236.1	mRNA_3092	mRNA_3092	0
21638	10819	reesei	CP016232.1	mRNA_1709	mRNA_1709	1
21639	10820	reesei	CP016236.1	mRNA_3092	mRNA_3092	0
21640	10820	reesei	CP016232.1	mRNA_1709	mRNA_1709	1
21641	10821	reesei	CP016236.1	mRNA_315	mRNA_315	0
21642	10821	reesei	CP016232.1	mRNA_193	mRNA_193	1
21643	10822	reesei	CP016236.1	mRNA_315	mRNA_315	0
21644	10822	reesei	CP016232.1	mRNA_193	mRNA_193	1
21645	10823	reesei	CP016236.1	mRNA_159	mRNA_159	0
21646	10823	reesei	CP016232.1	mRNA_8367	mRNA_8367	1
21647	10824	reesei	CP016236.1	mRNA_159	mRNA_159	0
21648	10824	reesei	CP016232.1	mRNA_8367	mRNA_8367	1
21649	10825	reesei	CP016236.1	mRNA_159	mRNA_159	0
21650	10825	reesei	CP016232.1	mRNA_8367	mRNA_8367	1
21651	10826	reesei	CP016236.1	mRNA_159	mRNA_159	0
21652	10826	reesei	CP016232.1	mRNA_4205	mRNA_4205	1
21653	10827	reesei	CP016236.1	mRNA_159	mRNA_159	0
21654	10827	reesei	CP016232.1	mRNA_8367	mRNA_8367	1
21655	10828	reesei	CP016236.1	mRNA_8766	mRNA_8766	0
21656	10828	atroviride	contig_4	Tatro_007701-T1	Tatro_007701-T1	1
21657	10829	reesei	CP016236.1	mRNA_8766	mRNA_8766	0
21658	10829	atroviride	contig_4	Tatro_007701-T1	Tatro_007701-T1	1
21659	10830	reesei	CP016236.1	mRNA_8766	mRNA_8766	0
21660	10830	atroviride	contig_4	Tatro_007701-T1	Tatro_007701-T1	1
21661	10831	reesei	CP016236.1	mRNA_8766	mRNA_8766	0
21662	10831	atroviride	contig_4	Tatro_007701-T1	Tatro_007701-T1	1
21663	10832	reesei	CP016236.1	mRNA_8738	mRNA_8738	0
21664	10832	atroviride	contig_4	Tatro_007174-T1	Tatro_007174-T1	1
21665	10833	reesei	CP016236.1	mRNA_8738	mRNA_8738	0
21666	10833	atroviride	contig_4	Tatro_007174-T1	Tatro_007174-T1	1
21667	10834	reesei	CP016236.1	mRNA_8611	mRNA_8611	0
21668	10834	atroviride	contig_4	Tatro_006802-T1	Tatro_006802-T1	1
21669	10835	reesei	CP016236.1	mRNA_8611	mRNA_8611	0
21670	10835	atroviride	contig_4	Tatro_006802-T1	Tatro_006802-T1	1
21671	10836	reesei	CP016236.1	mRNA_7599	mRNA_7599	0
21672	10836	atroviride	contig_4	Tatro_007207-T1	Tatro_007207-T1	1
21673	10837	reesei	CP016236.1	mRNA_7208	mRNA_7208	0
21674	10837	atroviride	contig_4	Tatro_007530-T1	Tatro_007530-T1	1
21675	10838	reesei	CP016236.1	mRNA_7208	mRNA_7208	0
21676	10838	atroviride	contig_4	Tatro_007530-T1	Tatro_007530-T1	1
21677	10839	reesei	CP016236.1	mRNA_3092	mRNA_3092	0
21678	10839	atroviride	contig_4	Tatro_007020-T1	Tatro_007020-T1	1
21679	10840	reesei	CP016236.1	mRNA_3092	mRNA_3092	0
21680	10840	atroviride	contig_4	Tatro_007020-T1	Tatro_007020-T1	1
21681	10841	reesei	CP016236.1	mRNA_2917	mRNA_2917	0
21682	10841	atroviride	contig_4	Tatro_007328-T1	Tatro_007328-T1	1
21683	10842	reesei	CP016236.1	mRNA_2917	mRNA_2917	0
21684	10842	atroviride	contig_4	Tatro_007328-T1	Tatro_007328-T1	1
21685	10843	reesei	CP016236.1	mRNA_1234	mRNA_1234	0
21686	10843	atroviride	contig_4	Tatro_007154-T1	Tatro_007154-T1	1
21687	10844	reesei	CP016236.1	mRNA_1234	mRNA_1234	0
21688	10844	atroviride	contig_4	Tatro_007154-T1	Tatro_007154-T1	1
21689	10845	reesei	CP016236.1	mRNA_938	mRNA_938	0
21690	10845	atroviride	contig_4	Tatro_006693-T1	Tatro_006693-T1	1
21691	10846	reesei	CP016236.1	mRNA_709	mRNA_709	0
21692	10846	atroviride	contig_4	Tatro_006705-T1	Tatro_006705-T1	1
21693	10847	reesei	CP016236.1	mRNA_8627	mRNA_8627	0
21694	10847	atroviride	contig_3	Tatro_005111-T1	Tatro_005111-T1	1
21695	10848	reesei	CP016236.1	mRNA_8627	mRNA_8627	0
21696	10848	atroviride	contig_3	Tatro_005111-T1	Tatro_005111-T1	1
21697	10849	reesei	CP016236.1	mRNA_5138	mRNA_5138	0
21698	10849	atroviride	contig_3	Tatro_006082-T1	Tatro_006082-T1	1
21699	10850	reesei	CP016236.1	mRNA_5138	mRNA_5138	0
21700	10850	atroviride	contig_3	Tatro_006082-T1	Tatro_006082-T1	1
21701	10851	reesei	CP016236.1	mRNA_4685	mRNA_4685	0
21702	10851	atroviride	contig_3	Tatro_004887-T1	Tatro_004887-T1	1
21703	10852	reesei	CP016236.1	mRNA_4685	mRNA_4685	0
21704	10852	atroviride	contig_3	Tatro_004887-T1	Tatro_004887-T1	1
21705	10853	reesei	CP016236.1	mRNA_4640	mRNA_4640	0
21706	10853	atroviride	contig_3	Tatro_006654-T1	Tatro_006654-T1	1
21707	10854	reesei	CP016236.1	mRNA_4640	mRNA_4640	0
21708	10854	atroviride	contig_3	Tatro_006654-T1	Tatro_006654-T1	1
21709	10855	reesei	CP016236.1	mRNA_2014	mRNA_2014	0
21710	10855	atroviride	contig_3	Tatro_004921-T1	Tatro_004921-T1	1
21711	10856	reesei	CP016236.1	mRNA_2014	mRNA_2014	0
21712	10856	atroviride	contig_3	Tatro_004921-T1	Tatro_004921-T1	1
21713	10857	reesei	CP016236.1	mRNA_2014	mRNA_2014	0
21714	10857	atroviride	contig_3	Tatro_004921-T1	Tatro_004921-T1	1
21715	10858	reesei	CP016236.1	mRNA_2844	mRNA_2844	0
21716	10858	atroviride	contig_3	Tatro_005910-T1	Tatro_005910-T1	1
21717	10859	reesei	CP016236.1	mRNA_2844	mRNA_2844	0
21718	10859	atroviride	contig_3	Tatro_005910-T1	Tatro_005910-T1	1
21719	10860	reesei	CP016236.1	mRNA_2844	mRNA_2844	0
21720	10860	atroviride	contig_3	Tatro_005910-T1	Tatro_005910-T1	1
21721	10861	reesei	CP016236.1	mRNA_2917	mRNA_2917	0
21722	10861	atroviride	contig_3	Tatro_006630-T1	Tatro_006630-T1	1
21723	10862	reesei	CP016236.1	mRNA_2917	mRNA_2917	0
21724	10862	atroviride	contig_3	Tatro_006630-T1	Tatro_006630-T1	1
21725	10863	reesei	CP016236.1	mRNA_1536	mRNA_1536	0
21726	10863	atroviride	contig_3	Tatro_005790-T1	Tatro_005790-T1	1
21727	10864	reesei	CP016236.1	mRNA_1536	mRNA_1536	0
21728	10864	atroviride	contig_3	Tatro_005790-T1	Tatro_005790-T1	1
21729	10865	reesei	CP016236.1	mRNA_460	mRNA_460	0
21730	10865	atroviride	contig_3	Tatro_006400-T1	Tatro_006400-T1	1
21731	10866	reesei	CP016236.1	mRNA_460	mRNA_460	0
